track_id,description
track_1235131,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1235127,"other projects as well: Matti Paalanen is a finnish hobbyist composer who has produced music in his home studio for a few years now. His musical background is quite traditional - he played classical piano between ages 4-14 but switched to guitar and self-learning at the age of 12. In the year 2000 he began building a PC based home studio and producing various musical pieces, styles ranging from orchestral soundtracks to electronic ambient. Keywords: royalty free ambient music, free mp3s, background music licence, free background music"
track_1135522,"Have a question? You can contact me at Akashic Records is a project dedicated to Production Music, Sound effects, Film Scores, Trailer Music, Corporate, Advertising, Video Games, etc. See my full portfolio at"
track_1094732,"Инструментальная и вокальная музыка, на стыке жанров, созданная на компьютере. (Автор шаржа (1978) - Валерий Рюмин). Instrumental and vocal music, with combined genres, created on the computer. (Caricature (1978) by Valery Ryumin). А short interview for the site Creative People"
track_0986892,"Have a question? You can contact me at Akashic Records is a project dedicated to Production Music, Sound effects, Film Scores, Trailer Music, Corporate, Advertising, Video Games, etc. See my full portfolio at"
track_0229496,"As the industrial scene frantically tries to salvage some underground dance credibility back from the electronica world it arguably helped create, DeathBoy stands out as the anomaly. An original drum'n'bass / hardcore kid, whose online albums to date chart his descent from nasty slabs of instrumental funk, through a vodka fuelled haze of self-loathing, hatred and anger into today's minimalist breakbeat industrial. Oh it's dirty, angry stuff. Trent Reznor without the bloated prog rock, Alec Empire with a production job by the Chemical Brothers"
track_1152034,"Serge Ozeryan is a Ukrainian musician who writes intense Rock instrumentals with bone-crunching lead guitar work. As lead guitarist for the band Death Valley Screamers, he's been gaining quite a reputation as being one of Ukraine's most formidable and exciting players. Many of Serge's tracks have an edgy cinematic quality making them suitable for everything from Film and TV scores to action-packed Video Games and Commercial campaigns. He also brings us tracks in the Soft Rock, Blues, Folk, Dance, Alternative Rock, and Pop genres"
track_1162601,"A self-taught lone wolf, Löhstana builds music, texts and images. He collects instruments and balances styles to compose almost folky, almost rocky and a little poppy tunes. His repertoire is fully and freely available under a creative commons licence. He chose to distribute his art through jamendo.com, and since 2006 his music is shared by listeners all over the world, through radio stations, iPods and various videos on the internet"
track_1397075,"Production Studio OnionAudio is small team of creating great happy, optimistic, scary and positive music for your presentation, video, documentary, commercial and more! If you need a license for a video, ad, or anything, please visit Jamendo Licensing. Without a license, my music cannot be used as it is protected by a CC-BY-NC-ND license, meaning that my productions cannot be modified, and used in any project without a Jamendo Licensing license. Oppositely, feel free to to it on Jamendo. Enjoy"
track_1373262,"Composer, multi-instrumentalist and producer I created in 2014 Addict Sound, a specialized project for audiovisual production. To date, I have many clients all over the world who appreciate my work and use my music in various projects: advertising, television program, , documentary, film I also compose music made to measure. for various projects and I am open to any serious proposals to personalize your video. For more information contact me by email"
track_1164540,"We are a group of composers focused on music for media, advertising, films and video games. You might to some elements of latin music in some of the tracks. Thanks for your . Any donation makes a huge difference to us. Dont forget to us at and Thanks again and hope you enjoy the music"
track_0781637,"CYNICISM is crawling through the coils of your brain like a hybrid bastard of Death, Thrash and Doom Metal. One simple recipe for this musical insanity: no compromises! Where others stick to their old-fashioned concepts of music, CYNICISM provides you with the emotional variety you always searched for. No boundaries - no comparison - just CYNICISM"
track_0785361,"A self-taught lone wolf, Löhstana builds music, texts and images. He collects instruments and balances styles to compose almost folky, almost rocky and a little poppy tunes. His repertoire is fully and freely available under a creative commons licence. He chose to distribute his art through jamendo.com, and since 2006 his music is shared by listeners all over the world, through radio stations, iPods and various videos on the internet"
track_1417889,"Hello, my name is Marco, I'm a composer/producer from Italy. I provide music for videomakers, corporates and everyone who needs music"
track_0017173,Two young Bretons who decided to publish the original soundtracks of their short films using Creative Commons licences. One of them then became eNoz. Contact : realrice (at) enoz.fr Web page : realrice.free.fr
